category;subcategory;question;level;correct;wrong1;wrong2;wrong3
Nauka i Odkrycia;Maria Skłodowska-Curie;Jakie dwa niebezpieczne, świecące pierwiastki odkryła polska noblistka Maria Skłodowska-Curie?;łatwe;Polon i rad;Uran i pluton;Cez i rubid;Tytan i rad
Nauka i Odkrycia;Maria Skłodowska-Curie;Z jakim zdolnym francuskim fizykiem wzięła ślub, by wspólnie w biedzie prowadzić badania?;łatwe;Z Piotrem Curie;Z Antoine'em Becquerelem;Z Ludwikiem Pasteurem;Z Albertem Einsteinem
Nauka i Odkrycia;Maria Skłodowska-Curie;Z jakim prestiżowym, paryskim uniwersytetem Skłodowska związała całą swą naukową karierę?;łatwe;Z Sorboną;Z Oxfordem;Z Cambridge;Z Harvardem
Nauka i Odkrycia;Maria Skłodowska-Curie;Na cześć jakiego kraju noblistka dumnie nadała nazwę pierwszemu ze swoich wielkich odkryć?;łatwe;Na cześć Polski;Na cześć Francji;Na cześć Rosji;Na cześć Grecji
Nauka i Odkrycia;Mikołaj Kopernik i Kosmos;Opracowanie jakiej odważnej i przewrotowej teorii przypisuje się Mikołajowi Kopernikowi?;łatwe;Teorii heliocentrycznej;Teorii geocentrycznej;Teorii względności;Teorii strun
Nauka i Odkrycia;Mikołaj Kopernik i Kosmos;Jak zatytułowano jego wiekopomne, epokowe dzieło, wydrukowane niedługo przed jego śmiercią?;łatwe;O obrotach sfer niebieskich;O budowie wszechświata;Matematyczne zasady;Kosmos i planety
Nauka i Odkrycia;Mikołaj Kopernik i Kosmos;W jakiej polskiej miejscowości Kopernik prowadził latami żmudne obserwacje na swojej wieży?;łatwe;We Fromborku;W Toruniu;W Krakowie;W Malborku
Nauka i Odkrycia;Mikołaj Kopernik i Kosmos;Które kujawsko-pomorskie miasto znane z pierników szczyci się tym, że urodził się tam Kopernik?;łatwe;Toruń;Bydgoszcz;Grudziądz;Włocławek
Nauka i Odkrycia;Mikołaj Kopernik i Kosmos;Jaką niespodziewaną i trudną profesją, obok samej astronomii, zajmował się zawodowo Kopernik?;łatwe;Był lekarzem i ekonomistą;Był królewskim kucharzem;Był płatnerzem;Był inkwizytorem
Nauka i Odkrycia;Układ Słoneczny;Która niewielka, skalista planeta krąży bezpośrednio, jako pierwsza, wokół centralnej gwiazdy?;łatwe;Merkury;Wenus;Ziemia;Mars
Nauka i Odkrycia;Układ Słoneczny;Jaka gigantyczna, ciężka i burzliwa planeta gazowa jest największa w naszym sąsiedztwie?;łatwe;Jowisz;Saturn;Uran;Neptun
Nauka i Odkrycia;Układ Słoneczny;Którą planetę w kosmosie nazywa się 'czerwoną', ze względu na zalegający, rdzawy tlenek żelaza?;łatwe;Marsa;Jowisza;Wenus;Plutona
Nauka i Odkrycia;Układ Słoneczny;Czym na pierwszy rzut oka wyróżnia się olbrzymi Saturn spośród pozostałych znanych planet?;łatwe;Rozbudowanym systemem pierścieni;Wielką Czerwoną Plamą;Najszybszym obrotem wokół własnej osi;Brakiem jakichkolwiek księżyców
Nauka i Odkrycia;Układ Słoneczny;Który dawniej pełnoprawny obiekt w 2006 roku stracił miano planety, stając się planetą karłowatą?;łatwe;Pluton;Eris;Makemake;Ceres
Nauka i Odkrycia;Anatomia Człowieka;Co stanowi najtwardszą, elastyczną strukturę wsporczą ciała, w której ukryty jest rdzeń kręgowy?;łatwe;Kręgosłup;Klatka piersiowa;Miednica;Czaszka
Nauka i Odkrycia;Anatomia Człowieka;Jaki specjalny narząd w ciele potrafi stale, miarowo, pompować utlenowaną krew do aorty?;łatwe;Serce;Wątroba;Płuco;Śledziona
Nauka i Odkrycia;Anatomia Człowieka;W jakiej solidnej, kostnej puszce skrywa się przed obrażeniami delikatna struktura ludzkiego mózgu?;łatwe;W mózgoczaszce;W trzewioczaszce;W żuchwie;W kręgach szyjnych
Nauka i Odkrycia;Anatomia Człowieka;Jaki silny mięsień w postaci kopuły bezpośrednio oddziela nasze płuca od jamy brzusznej?;łatwe;Przepona;Mięsień poprzeczny brzucha;Zwieracz;Krezka
Nauka i Odkrycia;Anatomia Człowieka;Gdzie zlokalizowana jest najgrubsza, najbardziej masywna i najdłuższa kość u dorosłego człowieka?;łatwe;W udzie (kość udowa);W przedramieniu;W plecach;W obojczyku
Nauka i Odkrycia;Tablica Mendelejewa;Jaki lekki i wszechobecny we wszechświecie gaz szczyci się numerem pierwszym na tablicy?;łatwe;Wodór;Hel;Tlen;Azot
Nauka i Odkrycia;Tablica Mendelejewa;Który wyjątkowy, błyszczący na srebrno metal w temperaturze pokojowej zawsze pozostaje w płynie?;łatwe;Rtęć;Gal;Ołów;Brom
Nauka i Odkrycia;Tablica Mendelejewa;Pod jaką pojedynczą, wymowną literą kryje się chemiczny znak cennego i życiodajnego tlenu?;łatwe;O;T;C;H
Nauka i Odkrycia;Tablica Mendelejewa;Kto w drugiej połowie XIX wieku jako pierwszy sensownie i metodycznie uporządkował pierwiastki?;łatwe;Dmitrij Mendelejew;Maria Skłodowska-Curie;Niels Bohr;Albert Einstein
Nauka i Odkrycia;Tablica Mendelejewa;Co symbolizuje w tablicy powszechnie uznany i pożądany, krótki, dwuliterowy skrót 'Au'?;łatwe;Złoto;Srebro;Platynę;Aluminium
Nauka i Odkrycia;Fizyka w Codzienności;Jaka niewidzialna, powszechna i niezwykle użyteczna siła sprawia, że rzucone jabłko spada na ziemię?;łatwe;Grawitacja;Tarcie;Bezwładność;Elektromagnetyzm
Nauka i Odkrycia;Fizyka w Codzienności;W jakich popularnych i domowych jednostkach pomiarowych wyraża się ogólne napięcie w gniazdkach?;łatwe;W woltach;W watach;W amperach;W omach
Nauka i Odkrycia;Fizyka w Codzienności;Co powstaje w procesie mocnego, fizycznego pocierania o siebie własnych dłoni podczas mrozu?;łatwe;Ciepło (wynikające z tarcia);Silne pole magnetyczne;Próżnia;Energia jądrowa
Nauka i Odkrycia;Fizyka w Codzienności;Jaką wadę wzroku skutecznie koryguje na nosie soczewka nosząca fizyczną nazwę 'skupiająca'?;łatwe;Dalekowzroczność;Krótkowzroczność;Astygmatyzm;Jaskrę
Nauka i Odkrycia;Fizyka w Codzienności;Czego jednostką fizyczną w akustyce, oznaczaną powszechnie na sprzęcie znakiem dB, jest decybel?;łatwe;Poziomu głośności dźwięku;Ciśnienia atmosferycznego;Natężenia światła;Wysokości fal morskich
Nauka i Odkrycia;Wynalazki, które zmieniły świat;Kto historycznie najczęściej podawany jest za twórcę i wynalazcę wydajnej i silnej maszyny parowej?;łatwe;James Watt;George Stephenson;Isaac Newton;Michael Faraday
Nauka i Odkrycia;Wynalazki, które zmieniły świat;Co wymyślił, doprowadził do produkcji i opatentował znany Amerykanin, Aleksander Graham Bell?;łatwe;Telefon do rozmów;Telegraf optyczny;Maszynę do pisania;Gramofon i płyty
Nauka i Odkrycia;Wynalazki, które zmieniły świat;Którzy zapaleńcy lotnictwa i bracia, po raz pierwszy pofrunęli swoją ciężką maszyną w 1903 r.?;łatwe;Bracia Wright;Bracia Montgolfier;Bracia Grimm;Bracia Lumière
Nauka i Odkrycia;Wynalazki, które zmieniły świat;Jak nazywał się europejski ojciec nowożytnej poligrafii, stwórca genialnej, ruchomej czcionki?;łatwe;Johannes Gutenberg;Leonardo da Vinci;Mikołaj Kopernik;Galileusz
Nauka i Odkrycia;Wynalazki, które zmieniły świat;Z wyprodukowania jakiego święcącego gadżetu zasłynął i dorobił się fortuny Thomas Alva Edison?;łatwe;Z żarówki elektrycznej;Ze świetlówki gazowej;Z lasera rubinowego;Z latarni morskiej
Nauka i Odkrycia;Polscy Wynalazcy;Co skonstruował, stosując innowacyjne, jak na tamte czasy zasady, aptekarz Ignacy Łukasiewicz?;łatwe;Lampę naftową;Kuchenkę gazową;Pochodnię gazową;Latarkę na baterie
Nauka i Odkrycia;Polscy Wynalazcy;Jaki specjalistyczny ekwipunek, pomagający rozbrajać miny dla aliantów, stworzył Józef Kosacki?;łatwe;Wykrywacz min;Czołg saperski;Dron rozpoznawczy;Kamizelkę kuloodporną
Nauka i Odkrycia;Polscy Wynalazcy;Co nowatorskiego dla informatyki wymyślił inżynier Jacek Karpiński, tworząc legendarny model K-202?;łatwe;Pionierski minikomputer;Maszynę szyfrującą Enigma;Kalkulator mechaniczny;Modem internetowy
Nauka i Odkrycia;Polscy Wynalazcy;Jaką niezwykłą, światową metodę pozyskiwania monokryształów opracował Polak, Jan Czochralski?;łatwe;Metodę Czochralskiego;Proces Habera i Boscha;Zjawisko piezoelektryczne;Chemiczną syntezę nawozów
Nauka i Odkrycia;Polscy Wynalazcy;Kto jeszcze w dalekim XIX wieku budował dla zaborcy działające i skuteczne okręty podwodne?;łatwe;Stefan Drzewiecki;Kazimierz Siemienowicz;Jan Szczepanik;Tadeusz Tański
Nauka i Odkrycia;Matematyka i Logika;Ile dokładnie wynosi suma kątów w każdym płaskim i zwykłym, nieodkształconym trójkącie matematycznym?;łatwe;180 stopni;90 stopni;360 stopni;100 stopni
Nauka i Odkrycia;Matematyka i Logika;Jak w potocznej nauce nazywamy tę nieskończoną stałą wyrażającą stosunek obwodu koła do średnicy?;łatwe;Liczbą Pi;Złotym podziałem;Stałą Plancka;Złotą proporcją
Nauka i Odkrycia;Matematyka i Logika;Według klasycznego twierdzenia Pitagorasa: kwadrat przeciwprostokątnej jest równy sumie kwadratów...;łatwe;Przyprostokątnych;Przekątnych rąbu;Siecznych koła;Promieni kuli
Nauka i Odkrycia;Matematyka i Logika;Jakiego powszechnego symbolu używa się, aby pokazać jedną setną części całości (ułamek o mianowniku 100)?;łatwe;% (Procent);‰ (Promil);∞ (Nieskończoność);∑ (Suma)
Nauka i Odkrycia;Matematyka i Logika;Jak fachowo i poprawnie nazywa się wynik dodawania do siebie dokładnie dwóch lub więcej składników?;łatwe;Suma;Różnica;Iloczyn;Iloraz
Nauka i Odkrycia;Medycyna i Zdrowie;Kto z dumą dokonał wielkiego i przełomowego dla ludzkości odkrycia działania penicyliny?;łatwe;Alexander Fleming;Robert Koch;Ludwik Pasteur;Ignaz Semmelweis
Nauka i Odkrycia;Medycyna i Zdrowie;Przed zakażeniem jaką bardzo groźną chorobą ratowała popularna i wczesna szczepionka Pasteura?;łatwe;Przed wścieklizną;Przed dżumą;Przed malarią;Przed ospą wietrzną
Nauka i Odkrycia;Medycyna i Zdrowie;Jak prawidłowo nazywa się ten specjalny, żółtawy płyn tkankowy, silnie związany z naszą odpornością?;łatwe;Limfa (Chłonka);Osocze krwi;Żółć;Ślina
Nauka i Odkrycia;Medycyna i Zdrowie;Z jakiego specjalnego, szkodliwego w nadmiarze sprzętu diagności korzystają, by prześwietlić kości?;łatwe;Z aparatu RTG;Z ultrasonografu (USG);Z rezonansu (MRI);Z defibrylatora
Nauka i Odkrycia;Medycyna i Zdrowie;Kto, w charakterystycznych okolicznościach, jako pierwszy w Polsce z powodzeniem przeszczepił serce?;łatwe;Zbigniew Religa;Witold Foka;Christian Barnard;Ludwik Rydygier
Nauka i Odkrycia;Maria Skłodowska-Curie;W którym roku Maria Skłodowska-Curie otrzymała drugą Nagrodę Nobla — tym razem z chemii?;trudne;1911;1903;1921;1934
Nauka i Odkrycia;Mikołaj Kopernik i Kosmos;W którym roku Mikołaj Kopernik opublikował swoje przełomowe dzieło 'De revolutionibus orbium coelestium'?;trudne;1543;1512;1573;1609
Nauka i Odkrycia;Układ Słoneczny;Ile w przybliżeniu wynosi czas jednego obiegu Neptuna wokół Słońca?;trudne;Około 165 lat;Około 84 lata;Około 248 lat;Około 29 lat
Nauka i Odkrycia;Anatomia Człowieka;Jak nazywa się najdłuższa kość w ludzkim ciele?;trudne;Kość udowa;Piszczel;Kość ramienna;Kość promieniowa
Nauka i Odkrycia;Tablica Mendelejewa;Jaka jest liczba atomowa złota (Au) w układzie okresowym pierwiastków?;trudne;79;47;78;82
Nauka i Odkrycia;Fizyka w Codzienności;Jak nazywa się zjawisko polegające na unoszeniu się cieczy w wąskiej rurce powyżej poziomu cieczy w zbiorniku?;trudne;Kapilarność;Osmoza;Dyfuzja;Efekt Bernoulliego
Nauka i Odkrycia;Wynalazki, które zmieniły świat;Kto wynalazł telegraf elektryczny i opracował alfabet noszący jego imię?;trudne;Samuel Morse;Alexander Graham Bell;Thomas Edison;Guglielmo Marconi
Nauka i Odkrycia;Polscy Wynalazcy;Który polski aptekarz i wynalazca jest uznawany za twórcę lampy naftowej oraz pioniera przemysłu naftowego?;trudne;Ignacy Łukasiewicz;Zygmunt Wróblewski;Karol Olszewski;Jan Czochralski
Nauka i Odkrycia;Matematyka i Logika;Ile stopni wynosi suma kątów wewnętrznych pięciokąta foremnego?;trudne;540°;360°;720°;450°
Nauka i Odkrycia;Medycyna i Zdrowie;Jak określa się grupę chorób, w których układ odpornościowy atakuje własne tkanki organizmu?;trudne;Choroby autoimmunologiczne;Alergie;Choroby zakaźne;Anafilaksja
