category;subcategory;level;question;correct;wrong1;wrong2
Zawody;Praca;średnie;Kto sprawdza nasze oczy i dobiera okulary?;Okulista;Dentysta;Weterynarz
Zawody;Praca;średnie;Kto pracuje w kopalni głęboko pod ziemią?;Górnik;Marynarz;Rolnik
Sport;Zabawa;łatwe;Na czym zjeżdżamy na placu zabaw, siedząc na górze?;Na zjeżdżalni;Na huśtawce;W piaskownicy
Sport;Zabawa;średnie;Ilu graczy gra w tenisa przeciwko sobie w meczu pojedynczym?;Dwóch;Dziesięciu;Jeden
Przyroda;Zwierzęta;średnie;Jak nazywa się największy ptak świata, który ma bardzo długie nogi i nie potrafi latać?;Struś;Bocian;Orzeł
Przyroda;Zwierzęta;łatwe;Który owad ma skrzydła w kolorowe wzory i najpierw był gąsienicą?;Motyl;Mucha;Pszczoła
Przyroda;Zwierzęta;średnie;Jak nazywa się samiec kury, który budzi wszystkich rano swoim pianiem?;Kogut;Indyk;Kaczor
Przyroda;Zwierzęta;łatwe;Gdzie mieszkają dzikie zwierzęta, które możemy odwiedzić w mieście?;W ZOO;W kinie;W sklepie
Przyroda;Las;średnie;Jak nazywa się młody las, w którym rosną małe drzewka?;Młodnik;Pustynia;Łąka
Przyroda;Las;łatwe;Które leśne zwierzę ma rude futro i bardzo puszysty ogon?;Lis;Wilk;Dzik
Przyroda;Morze;średnie;Jak nazywa się czerwone zwierzę z kleszczami, które chodzi po dnie boczkiem?;Krab;Ryba;Meduza
Bajki i Legendy;Polskie Legendy;średnie;Kogo uratował Szewczyk Dratewka, zanim spotkał smoka?;Mrówki i pszczoły;Krasnoludki;Wilka
Bajki i Legendy;Postacie;łatwe;Jak ma na imię wyścigowy samochód, który jest czerwony i ma numer 95?;Zygzak McQueen;Złomek;Luigi
Bajki i Legendy;Klasyka;średnie;Z czego zrobione były pantofelki Kopciuszka?;Ze szkła;Ze złota;Z drewna
Bajki i Legendy;Postacie;łatwe;Jak nazywa się miś, który mieszka w Stumilowym Lesie i kocha miód?;Kubuś Puchatek;Miś Uszatek;Paddington
Bajki i Legendy;Klasyka;średnie;Kto zbudował domki, które próbował zdmuchnąć zły wilk?;Trzy świnki;Siedem kożuszków;Krasnoludki
Bajki i Legendy;Superbohaterowie;średnie;Który bohater wspina się po ścianach i strzela siecią?;Spiderman;Batman;Hulk
Polska i Świat;Symbole;łatwe;Jak nazywa się piosenka, którą śpiewamy, gdy ktoś ma urodziny?;Sto lat;Hymn;Kołysanka
Polska i Świat;Geografia;średnie;Jak nazywa się najwyższa góra w Polsce?;Rysy;Śnieżka;Giewont
Polska i Świat;Tradycje;łatwe;Co wieszamy na drzwiach lub oknie, żeby święty Mikołaj wiedział, gdzie zostawić prezent?;Skarpetę;Czapkę;Rękawiczkę
Polska i Świat;Miasta;średnie;W którym mieście znajduje się słynny zamek Królewski na Wawelu?;Kraków;Warszawa;Gdańsk
Codzienne Odkrycia;Czas;łatwe;Który dzień tygodnia następuje po sobocie i jest wolny od pracy?;Niedziela;Poniedziałek;Piątek
Codzienne Odkrycia;Czas;średnie;Jak nazywa się pora dnia, kiedy słońce jest najwyżej i jemy obiad?;Południe;Północ;Wieczór
Codzienne Odkrycia;Pogoda;średnie;Co wkładamy na nogi, gdy chcemy skakać po kałużach w deszczu?;Kalosze;Sandały;Kapcie
Codzienne Odkrycia;Kosmos;średnie;Czym podróżują ludzie, żeby dolecieć na Księżyc?;Rakietą;Samolotem;Balonem
Codzienne Odkrycia;Ciało;średnie;Dzięki czemu Twoje ciało jest sztywne i możesz stać prosto?;Dzięki kościom;Dzięki włosom;Dzięki ubraniu
Codzienne Odkrycia;Higiena;łatwe;Co robimy, gdy chcemy mieć czyste i pachnące włosy?;Myjemy je szamponem;Czeszemy palcem;Posypujemy piaskiem
Kulinaria;Jedzenie;średnie;Z czego robi się biały twarożek?;Z mleka;Z mąki;Z wody
Kulinaria;Jedzenie;łatwe;Jaki kolor ma dojrzała truskawka?;Czerwony;Zielony;Niebieski
Kulinaria;Jedzenie;średnie;Co jest głównym składnikiem frytek?;Ziemniaki;Jabłka;Marchewki
Bezpieczeństwo;Ruch drogowy;średnie;Jaki kolor światła oznacza, że można bezpiecznie przejść przez ulicę?;Zielony;Czerwony;Żółty
Bezpieczeństwo;Numery;średnie;Kogo wezwiemy, dzwoniąc pod numer 998?;Straż Pożarną;Policję;Pogotowie
Zawody;Praca;średnie;Kto sprząta ulice i zabiera śmieci wielkim samochodem?;Śmieciarz;Listonosz;Kucharz
Zawody;Praca;średnie;Kto robi zdjęcia aparatem podczas uroczystości?;Fotograf;Malarz;Muzyk
Sport;Zabawa;łatwe;Na czym jeździmy, siedząc w wagonikach, które mkną bardzo szybko po szynach w wesołym miasteczku?;Na kolejce górskiej;Na karuzeli;Na huśtawce
Sport;Zabawa;średnie;W jakim sporcie zawodnicy pływają w basenie?;Pływanie;Bieganie;Jazda konna
Przyroda;Zwierzęta;średnie;Jak nazywa się największy ssak morski, który żyje w oceanie?;Wieloryb;Delfin;Rekin
Przyroda;Zwierzęta;łatwe;Które zwierzę ma długi ogon, skacze po drzewach i lubi jeść orzeszki?;Wiewiórka;Zając;Lis
Przyroda;Zwierzęta;średnie;Jak nazywa się ptak, który nie lata, świetnie pływa i mieszka na zimnej Antarktydzie?;Pingwin;Mewa;Wróbel
Przyroda;Zwierzęta;łatwe;Ile nóg ma pająk?;Osiem;Sześć;Cztery
Przyroda;Zwierzęta;średnie;Jak nazywa się największy lądowy ssak, który ma trąbę?;Słoń;Wieloryb;Żyrafa
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza angielskie słowo "DOG"?;Pies;Kot;Chomik
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza angielskie słowo "CAT"?;Kot;Pies;Mysz
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza angielskie słowo "APPLE"?;Jabłko;Banan;Gruszka
Język Angielski;Przetłumacz na polski;łatwe;Jak powiesz po polsku "HELLO"?;Cześć;Dobranoc;Dziękuję
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza kolor "RED"?;Czerwony;Niebieski;Zielony
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza kolor "BLUE"?;Niebieski;Żółty;Czarny
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza kolor "YELLOW"?;Żółty;Czerwony;Biały
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza słowo "MUM"?;Mama;Tata;Babcia
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza słowo "DAD"?;Tata;Dziadek;Brat
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "WATER"?;Woda;Sok;Mleko
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "ONE"?;Jeden;Dwa;Trzy
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "TWO"?;Dwa;Jeden;Cztery
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "THREE"?;Trzy;Pięć;Sześć
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SUN"?;Słońce;Księżyc;Gwiazda
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "CAR"?;Samochód;Rower;Pociąg
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "BALL"?;Piłka;Lalka;Auto
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "BOOK"?;Książka;Zeszyt;Ołówek
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "HOUSE"?;Dom;Szkoła;Ogród
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "TREE"?;Drzewo;Kwiat;Trawa
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "BIRD"?;Ptak;Ryba;Motyl
Język Angielski;Przetłumacz na polski;średnie;Jak powiesz po polsku "GOODBYE"?;Do widzenia;Proszę;Przepraszam
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "FISH"?;Ryba;Żaba;Kaczka
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza kolor "GREEN"?;Zielony;Różowy;Pomarańczowy
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "MILK"?;Mleko;Woda;Herbata
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "PIES"?;Dog;Cat;Mouse
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "KOT"?;Cat;Dog;Rabbit
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku powiesz "DZIĘKUJĘ"?;Thank you;Please;Sorry
Język Angielski;Przetłumacz na angielski;łatwe;Jak jest "CZERWONY" po angielsku?;Red;Blue;Green
Język Angielski;Przetłumacz na angielski;łatwe;Jak jest "NIEBIESKI" po angielsku?;Blue;Red;Yellow
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "MAMA"?;Mum;Dad;Sister
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "TATA"?;Dad;Mum;Brother
Język Angielski;Przetłumacz na angielski;średnie;Jak jest "JEDEN" po angielsku?;One;Two;Three
Język Angielski;Przetłumacz na angielski;średnie;Jak jest "DWA" po angielsku?;Two;One;Five
Język Angielski;Przetłumacz na angielski;średnie;Jak jest "TRZY" po angielsku?;Three;Four;Ten
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SŁOŃCE"?;Sun;Moon;Star
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SAMOCHÓD"?;Car;Bus;Bike
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "PIŁKA"?;Ball;Doll;Teddy
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "MLEKO"?;Milk;Water;Juice
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "DOM"?;House;School;Shop
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "KSIĄŻKA"?;Book;Pen;Paper
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "DRZEWO"?;Tree;Flower;Leaf
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "PTAK"?;Bird;Fish;Cow
Język Angielski;Przetłumacz na angielski;średnie;Jak jest "RÓŻOWY" po angielsku?;Pink;Black;White
Język Angielski;Przetłumacz na angielski;średnie;Jak jest "CZARNY" po angielsku?;Black;White;Grey
Język Angielski;Przetłumacz na angielski;średnie;Jak jest "BIAŁY" po angielsku?;White;Black;Brown
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku powiesz "CZEŚĆ"?;Hello;Goodbye;Yes
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "RYBA"?;Fish;Shark;Whale
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SKAKAĆ"?;Jump;Run;Sleep
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "BIEGAĆ"?;Run;Jump;Sit
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SŁOŃ"?;Elephant;Lion;Tiger
Język Angielski;Przetłumacz na angielski;trudne;Jak jest "DZIESIĘĆ" po angielsku?;Ten;Seven;Nine
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SZKOŁA"?;School;Home;Work
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku powiesz "TAK"?;Yes;No;Maybe
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku powiesz "NIE"?;No;Yes;Please
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SISTER"?;Siostra;Brat;Koleżanka
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "BROTHER"?;Brat;Siostra;Kolega
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "BABY"?;Dziecko;Dziadek;Pies
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SMILE"?;Uśmiech;Smutek;Złość
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "RAIN"?;Deszcz;Śnieg;Wiatr
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza kolor "ORANGE"?;Pomarańczowy;Fioletowy;Brązowy
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "MYSZ"?;Mouse;Rat;Hamster
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KROWA"?;Cow;Pig;Sheep
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ŚWINKA"?;Pig;Cow;Horse
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "KWIAT"?;Flower;Tree;Grass
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "GWIAZDA"?;Star;Sun;Moon
Język Angielski;Przetłumacz na polski;średnie;Co oznacza angielskie słowo "BEAR"?;Niedźwiedź;Wilk;Zając
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "BEE"?;Pszczoła;Osa;Mucha
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza słowo "PEN"?;Długopis;Ołówek;Gumka
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KURA"?;Chicken;Duck;Bird
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KACZKA"?;Duck;Chicken;Swan
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ŁABĘDŹ"?;Swan;Duck;Goose
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "GĘŚ"?;Goose;Swan;Duck
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KONIK MORSKI"?;Seahorse;Shark;Whale
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza słowo "BUNNY"?;Króliczek;Chomik;Kot
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "HAPPY"?;Wesoły;Smutny;Głodny
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SAD"?;Smutny;Wesoły;Zły
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza słowo "BOX"?;Pudełko;Zabawka;Prezent
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SKY"?;Niebo;Ziemia;Woda
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "MOON"?;Księżyc;Słońce;Chmura
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza słowo "BALLOON"?;Balon;Piłka;Latawiec
Język Angielski;Przetłumacz na polski;średnie;Jak powiesz po polsku "I LOVE YOU"?;Kocham Cię;Dziękuję;Dzień dobry
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "FOUR"?;Cztery;Trzy;Pięć
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "FIVE"?;Pięć;Sześć;Cztery
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "LION"?;Lew;Tygrys;Pantera
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "MONKEY"?;Małpa;Słoń;Żyrafa
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SHOES"?;Buty;Skarpetki;Spodnie
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "HAT"?;Czapka;Koszulka;Kurtka
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "BED"?;Łóżko;Krzesło;Stół
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "CHAIR"?;Krzesło;Ławka;Kanapa
Język Angielski;Przetłumacz na angielski;łatwe;Jak jest "ŻÓŁTY" po angielsku?;Yellow;Red;Pink
Język Angielski;Przetłumacz na angielski;łatwe;Jak jest "ZIELONY" po angielsku?;Green;Blue;White
Język Angielski;Przetłumacz na angielski;łatwe;Jak jest "POMARAŃCZOWY" po angielsku?;Orange;Purple;Brown
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SZEŚĆ"?;Six;Seven;Eight
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SIEDEM"?;Seven;Six;Nine
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "OSIEM"?;Eight;Ten;Five
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "DZIEWIĘĆ"?;Nine;One;Four
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KROKODYL"?;Crocodile;Snake;Frog
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "MOTYL"?;Butterfly;Bee;Spider
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "POCIĄG"?;Train;Plane;Boat
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SAMOLOT"?;Plane;Car;Train
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "RĘKA"?;Hand;Foot;Head
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "NOGA"?;Leg;Arm;Nose
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "OKO"?;Eye;Ear;Mouth
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "UCHO"?;Ear;Eye;Nose
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "PUDELKO"?;Box;Bag;Cup
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "HERBATA"?;Tea;Coffee;Juice
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "CIASTKO"?;Cookie;Cake;Bread
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "LODY"?;Ice cream;Chocolate;Candy
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku powiesz "LATAĆ"?;Fly;Swim;Walk
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku powiesz "PŁYWAĆ"?;Swim;Jump;Sleep
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku powiesz "SPAĆ"?;Sleep;Eat;Drink
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku powiesz "JEŚĆ"?;Eat;Drink;Play
Przyroda;Zwierzęta;średnie;Jak nazywa się zwierzę, które ma worek na brzuchu do noszenia dzieci?;Kangur;Koala;Panda
Przyroda;Zwierzęta;łatwe;Które zwierzę jest nazywane królem dżungli?;Lew;Tygrys;Małpa
Przyroda;Zwierzęta;średnie;Ile nóg ma mucha?;Sześć;Osiem;Cztery
Przyroda;Zwierzęta;łatwe;Które zwierzę ma białe i czarne paski?;Zebra;Tygrys;Krowa
Przyroda;Las;średnie;Z czego robi się papier?;Z drewna;Z piasku;Z plastiku
Przyroda;Las;łatwe;Jak nazywa się owoc sosny?;Szyszka;Kasztan;Żołądź
Przyroda;Zwierzęta;średnie;Jak nazywa się ptak, który mieszka na wsi i budzi nas rano?;Kogut;Kura;Indyk
Przyroda;Zwierzęta;łatwe;Co jedzą konie?;Siano i owies;Mięso;Cukierki
Przyroda;Zwierzęta;średnie;Jak nazywa się największa ryba, która wcale nie jest rybą, tylko ssakiem?;Wieloryb;Rekin;Delfin
Bajki i Legendy;Postacie;łatwe;Kto mieszka w Stumilowym Lesie i bardzo lubi "małe nieco"?;Kubuś Puchatek;Prosiaczek;Kłapouchy
Bajki i Legendy;Postacie;średnie;Jak nazywa się chłopiec, który nie chciał dorosnąć i umiał latać?;Piotruś Pan;Pinokio;Tarzan
Bajki i Legendy;Postacie;łatwe;Jak ma na imię renifer, który ma czerwony nos?;Rudolf;Sven;Bambi
Polska i Świat;Symbole;średnie;Jak nazywa się największa rzeka w Polsce?;Wisła;Odra;Warta
Polska i Świat;Tradycje;łatwe;Co pieczemy na Boże Narodzenie i ozdabiamy kolorowym lukrem?;Pierniczki;Pączki;Sernik
Codzienne Odkrycia;Pogoda;łatwe;Z czego zrobione są białe chmury?;Z wody;Z dymu;Z waty
Codzienne Odkrycia;Kosmos;średnie;Jak nazywa się nasz dom we wszechświecie?;Ziemia;Mars;Księżyc
Codzienne Odkrycia;Ciało;łatwe;Ile masz oczu?;Dwa;Jedno;Trzy
Kulinaria;Jedzenie;średnie;Jak nazywa się zupa zrobiona z czerwonych buraków?;Barszcz;Pomidorowa;Rosół
Kulinaria;Jedzenie;łatwe;Z czego robi się biały ser?;Z mleka;Z mąki;Z soli
Zawody;Praca;średnie;Kto przynosi nam listy i paczki do domu?;Listonosz;Kurier;Policjant
Zawody;Praca;łatwe;Kto gotuje pyszne jedzenie w restauracji?;Kucharz;Kelner;Sprzedawca
Sport;Zabawa;średnie;Na czym jeździmy zimą po śniegu, mając dwie długie deski na nogach?;Na nartach;Na łyżwach;Na sankach
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza angielskie słowo "ICE CREAM"?;Lody;Czekolada;Ciastko
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza słowo "BEE"?;Pszczoła;Osa;Mucha
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "GREEN"?;Zielony;Niebieski;Żółty
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "RAINBOW"?;Tęcza;Deszcz;Chmura
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "FRIEND"?;Przyjaciel;Nauczyciel;Brat
Język Angielski;Przetłumacz na polski;średnie;Jak powiesz po polsku "PLEASE"?;Proszę;Dziękuję;Przepraszam
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "HEAD"?;Głowa;Ręka;Noga
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "NOSE"?;Nos;Oko;Ucho
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "MOUTH"?;Buzia/Usta;Nos;Czoło
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "SHOULDER"?;Ramię;Kolano;Stopa
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "KNEE"?;Kolano;Łokieć;Palec
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "FEET"?;Stopy;Dłonie;Oczy
Język Angielski;Przetłumacz na polski;łatwe;Co oznacza słowo "STAR"?;Gwiazda;Słońce;Księżyc
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "SIX"?;Sześć;Siedem;Osiem
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "SEVEN"?;Siedem;Pięć;Dziewięć
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "EIGHT"?;Osiem;Dziesięć;Sześć
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "NINE"?;Dziewięć;Siedem;Osiem
Język Angielski;Przetłumacz na polski;średnie;Ile to jest "TEN"?;Dziesięć;Zero;Jeden
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "BEDROOM"?;Sypialnia;Kuchnia;Łazienka
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "KITCHEN"?;Kuchnia;Ogród;Garaż
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SNAKE"?;Wąż;Jaszczurka;Żaba
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SPIDER"?;Pająk;Mucha;Komar
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "WINDOW"?;Okno;Drzwi;Podłoga
Język Angielski;Przetłumacz na polski;trudne;Co oznacza słowo "DOOR"?;Drzwi;Okno;Ściana
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "DRESS"?;Sukienka;Spodnie;Koszulka
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "T-SHIRT"?;Koszulka;Buty;Czapka
Język Angielski;Przetłumacz na polski;średnie;Jak powiesz po polsku "HELP!"?;Pomocy!;Uważaj!;Stój!
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "COW"?;Krowa;Koń;Świnia
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "SHEEP"?;Owca;Koza;Kura
Język Angielski;Przetłumacz na polski;średnie;Co oznacza słowo "HORSE"?;Koń;Osioł;Pies
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "GRUSZKA"?;Pear;Apple;Orange
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "TRUSKAWKA"?;Strawberry;Banana;Lemon
Język Angielski;Przetłumacz na angielski;łatwe;Jak po angielsku jest "BANAN"?;Banana;Apple;Pear
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SŁOŃCE"?;Sun;Star;Cloud
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "CHMURA"?;Cloud;Sun;Moon
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "DESZCZ"?;Rain;Snow;Wind
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ŚNIEG"?;Snow;Rain;Sunny
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "WIATR"?;Wind;Cloud;Rain
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "GORĄCO"?;Hot;Cold;Wet
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ZIMNO"?;Cold;Hot;Dry
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "SZYJA"?;Neck;Hand;Leg
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku są "WŁOSY"?;Hair;Eyes;Ears
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "BUZIA"?;Mouth;Nose;Eye
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "BRAT"?;Brother;Sister;Baby
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "SIOSTRA"?;Sister;Brother;Mum
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "DZIADEK"?;Grandpa;Dad;Uncle
Język Angielski;Przetłumacz na angielski;trudne;Jak po angielsku jest "BABCIA"?;Grandma;Mum;Aunt
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "PTAK"?;Bird;Fish;Dog
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "ŻABA"?;Frog;Snake;Spider
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "KACZKA"?;Duck;Chicken;Bird
Język Angielski;Przetłumacz na angielski;średnie;Jak po angielsku jest "GŁODNY"?;Hungry;Thirsty;Happy
